payment_id,loan_id,due_date,payment_date,payment_amount,payment_status,penalty_amount
PAY08855,LN3195,2024-05-11,2024-05-11,20502.87,On-time,0.0
PAY08856,LN3195,2024-06-10,2024-06-09,20496.95,On-time,0.0
PAY08857,LN3195,2024-07-10,2024-07-12,21033.72,On-time,0.0
PAY08858,LN3195,2024-08-09,2024-08-23,20498.41,Late,727.38
PAY08859,LN3195,2024-09-08,2024-09-08,20772.3,On-time,0.0
PAY08860,LN3195,2024-10-08,2024-11-21,21095.52,Late,1607.65
PAY08861,LN2643,2022-12-29,2022-12-29,23341.76,On-time,0.0
PAY08862,LN2643,2023-01-28,2023-01-27,23929.05,On-time,0.0
PAY08863,LN2643,2023-02-27,2023-03-01,23343.98,On-time,0.0
PAY08864,LN2643,2023-03-29,2023-03-27,23367.35,On-time,0.0
PAY08865,LN2643,2023-04-28,2023-07-03,22908.84,Default,2592.66
PAY08866,LN2911,2022-12-11,2022-12-10,46005.31,On-time,0.0
PAY08867,LN2911,2023-01-10,2023-01-10,45565.52,On-time,0.0
PAY08868,LN2911,2023-02-09,2023-02-10,45799.24,On-time,0.0
PAY08869,LN2911,2023-03-11,2023-03-09,46031.71,On-time,0.0
PAY08870,LN2911,2023-04-10,2023-04-10,45065.82,On-time,0.0
PAY08871,LN2911,2023-05-10,2023-05-10,44021.08,On-time,0.0
PAY08872,LN2737,2020-01-20,2020-01-29,21582.52,Late,1482.27
PAY08873,LN2737,2020-02-19,2020-02-18,21759.86,On-time,0.0
PAY08874,LN0540,2020-09-20,2020-09-20,35485.68,On-time,0.0
PAY08875,LN0540,2020-10-20,2020-10-22,35665.88,On-time,0.0
PAY08876,LN0540,2020-11-19,2020-11-20,34533.95,On-time,0.0
PAY08877,LN2990,2024-03-21,2024-03-20,11946.69,On-time,0.0
PAY08878,LN2990,2024-04-20,2024-04-17,11619.38,On-time,0.0
PAY08879,LN2990,2024-05-20,2024-05-17,11718.8,On-time,0.0
PAY08880,LN2990,2024-06-19,2024-06-17,11546.71,On-time,0.0
PAY08881,LN2733,2023-10-18,2023-11-25,57973.34,Late,1672.64
PAY08882,LN0498,2021-09-28,2021-09-29,8479.14,On-time,0.0
PAY08883,LN0498,2021-10-28,2022-04-15,8678.62,Default,1375.81
PAY08884,LN0498,2021-11-27,2021-12-08,8343.92,Late,91.55
PAY08885,LN3548,2019-11-26,2020-05-19,14070.71,Default,2413.05
PAY08886,LN3548,2019-12-26,2019-12-25,13554.87,On-time,0.0
PAY08887,LN3548,2020-01-25,2020-01-25,13883.45,On-time,0.0
PAY08888,LN2221,2023-01-14,2023-01-11,14588.79,On-time,0.0
PAY08889,LN0260,2019-07-21,2019-08-23,28284.53,Late,2077.23
PAY08890,LN0260,2019-08-20,2019-08-17,28336.79,On-time,0.0
PAY08891,LN0260,2019-09-19,2019-09-17,27866.73,On-time,0.0
PAY08892,LN0260,2019-10-19,2020-03-28,27928.52,Default,6387.22
PAY08893,LN0260,2019-11-18,2019-12-23,27751.34,Late,1832.67
PAY08894,LN0260,2019-12-18,2019-12-20,27635.98,On-time,0.0
PAY08895,LN2635,2021-07-04,2021-07-01,69682.76,On-time,0.0
PAY08896,LN0197,2020-01-30,2020-01-30,5892.57,On-time,0.0
PAY08897,LN0197,2020-02-29,2020-05-17,5896.78,Default,966.09
PAY08898,LN1768,2022-06-03,2022-06-03,17550.17,On-time,0.0
PAY08899,LN1768,2022-07-03,2022-07-01,17631.64,On-time,0.0
PAY08900,LN1768,2022-08-02,2022-08-31,17542.18,Late,884.42
PAY08901,LN1768,2022-09-01,2022-08-29,17620.59,On-time,0.0
PAY08902,LN1768,2022-10-01,2022-09-29,17018.73,On-time,0.0
PAY08903,LN1768,2022-10-31,2022-10-30,17387.17,On-time,0.0
PAY08904,LN2271,2024-03-03,2024-03-03,88353.63,On-time,0.0
PAY08905,LN0483,2023-01-26,2023-03-09,9004.78,Late,397.6
PAY08906,LN0452,2022-12-06,2022-12-03,18148.25,On-time,0.0
PAY08907,LN0452,2023-01-05,2023-03-21,18713.28,Default,3506.71
PAY08908,LN0452,2023-02-04,2023-02-02,18412.49,On-time,0.0
PAY08909,LN0452,2023-03-06,2023-08-07,18542.78,Default,2838.95
PAY08910,LN0452,2023-04-05,2023-04-03,18536.54,On-time,0.0
PAY08911,LN0452,2023-05-05,2023-05-04,18488.79,On-time,0.0
PAY08912,LN0689,2024-04-01,2024-04-03,11306.85,On-time,0.0
PAY08913,LN0383,2022-10-08,2022-11-03,5149.46,Late,294.28
PAY08914,LN0383,2022-11-07,2022-11-07,5058.13,On-time,0.0
PAY08915,LN0383,2022-12-07,2022-12-05,5066.83,On-time,0.0
PAY08916,LN0383,2023-01-06,2023-01-04,4972.84,On-time,0.0
PAY08917,LN0383,2023-02-05,2023-03-15,5116.11,Late,106.79
PAY08918,LN0383,2023-03-07,2023-03-09,5100.19,On-time,0.0
PAY08919,LN2760,2021-07-12,2021-07-11,101969.94,On-time,0.0
PAY08920,LN3403,2020-03-30,2020-08-04,18747.51,Default,3239.7
PAY08921,LN1303,2023-07-06,2023-07-05,84153.76,On-time,0.0
PAY08922,LN1303,2023-08-05,2023-08-07,85325.22,On-time,0.0
PAY08923,LN1303,2023-09-04,2023-09-02,84829.57,On-time,0.0
PAY08924,LN1303,2023-10-04,2023-10-02,85861.07,On-time,0.0
PAY08925,LN1759,2024-08-24,2024-08-21,93972.83,On-time,0.0
PAY08926,LN1759,2024-09-23,2025-03-10,93175.55,Default,11504.29
PAY08927,LN1759,2024-10-23,2024-10-20,91485.33,On-time,0.0
PAY08928,LN1759,2024-11-22,2024-12-27,92389.85,Late,6559.8
PAY08929,LN1759,2024-12-22,2024-12-23,92822.19,On-time,0.0
PAY08930,LN1759,2025-01-21,2025-01-20,93634.32,On-time,0.0
PAY08931,LN0301,2020-02-02,2020-01-30,22298.19,On-time,0.0
PAY08932,LN1518,2021-02-03,2021-02-02,29700.78,On-time,0.0
PAY08933,LN1518,2021-03-05,2021-03-05,29488.16,On-time,0.0
PAY08934,LN1518,2021-04-04,2021-05-02,28910.39,Late,769.88
PAY08935,LN1518,2021-05-04,2021-06-03,29608.44,Late,2046.64
PAY08936,LN1518,2021-06-03,2021-06-01,29258.83,On-time,0.0
PAY08937,LN2425,2022-09-09,2022-09-08,25715.36,On-time,0.0
PAY08938,LN2425,2022-10-09,2022-10-06,25192.56,On-time,0.0
PAY08939,LN2425,2022-11-08,2022-12-20,25076.26,Late,824.48
PAY08940,LN2425,2022-12-08,2022-12-10,26136.79,On-time,0.0
PAY08941,LN1591,2025-01-04,2025-01-02,41215.77,On-time,0.0
PAY08942,LN1591,2025-02-03,2025-03-17,39632.53,Late,679.25
PAY08943,LN0244,2021-05-04,2021-05-05,83912.4,On-time,0.0
PAY08944,LN0244,2021-06-03,2021-06-05,86294.17,On-time,0.0
PAY08945,LN0941,2024-09-14,2024-10-20,13967.94,Late,1035.38
PAY08946,LN0941,2024-10-14,2024-10-12,13967.65,On-time,0.0
PAY08947,LN0941,2024-11-13,2024-11-14,13942.8,On-time,0.0
PAY08948,LN2662,2021-10-21,2021-10-23,54594.26,On-time,0.0
PAY08949,LN2662,2021-11-20,2021-12-26,55468.31,Late,1603.18
PAY08950,LN2662,2021-12-20,2021-12-21,56122.6,On-time,0.0
PAY08951,LN0135,2022-08-10,2022-08-08,60281.99,On-time,0.0
PAY08952,LN2953,2020-09-30,2020-09-28,46638.56,On-time,0.0
PAY08953,LN2953,2020-10-30,2020-10-29,47723.12,On-time,0.0
PAY08954,LN2953,2020-11-29,2020-11-30,47548.27,On-time,0.0
PAY08955,LN2953,2020-12-29,2020-12-26,46713.58,On-time,0.0
PAY08956,LN2953,2021-01-28,2021-01-28,47459.76,On-time,0.0
PAY08957,LN2953,2021-02-27,2021-02-26,46105.3,On-time,0.0
PAY08958,LN0538,2023-11-23,2023-11-25,17187.0,On-time,0.0
PAY08959,LN3034,2020-08-31,2021-01-12,5688.58,Default,826.24
PAY08960,LN3232,2021-02-09,2021-02-07,22409.85,On-time,0.0
PAY08961,LN3232,2021-03-11,2021-03-09,21888.62,On-time,0.0
PAY08962,LN3232,2021-04-10,2021-07-28,22104.07,Default,2453.52
PAY08963,LN1698,2020-01-22,2020-06-28,7385.3,Default,1410.41
PAY08964,LN0743,2024-01-22,2024-07-19,7271.14,Default,1420.25
PAY08965,LN0743,2024-02-21,2024-02-22,7463.58,On-time,0.0
PAY08966,LN2829,2023-01-30,2023-02-01,3533.16,On-time,0.0
PAY08967,LN2829,2023-03-01,2023-03-02,3580.31,On-time,0.0
PAY08968,LN2829,2023-03-31,2023-03-31,3551.38,On-time,0.0
PAY08969,LN2829,2023-04-30,2023-05-12,3640.33,Late,127.14
PAY08970,LN2829,2023-05-30,2023-06-01,3497.58,On-time,0.0
PAY08971,LN2829,2023-06-29,2023-07-01,3529.9,On-time,0.0
PAY08972,LN0280,2023-02-18,2023-02-19,7204.54,On-time,0.0
PAY08973,LN0280,2023-03-20,2023-03-20,7467.88,On-time,0.0
PAY08974,LN0436,2022-12-28,2022-12-25,7082.65,On-time,0.0
PAY08975,LN1637,2021-10-22,2021-11-02,9289.99,Late,647.29
PAY08976,LN1592,2020-06-22,2020-06-20,30829.7,On-time,0.0
PAY08977,LN1592,2020-07-22,2020-07-24,31169.37,On-time,0.0
PAY08978,LN0029,2019-02-03,2019-02-02,9645.2,On-time,0.0
PAY08979,LN0029,2019-03-05,2019-04-13,9806.9,Late,468.24
PAY08980,LN0029,2019-04-04,2019-04-06,9501.58,On-time,0.0
PAY08981,LN0029,2019-05-04,2019-05-03,9744.18,On-time,0.0
PAY08982,LN0029,2019-06-03,2019-06-03,9809.73,On-time,0.0
PAY08983,LN2216,2024-04-03,2024-04-05,139127.17,On-time,0.0
PAY08984,LN2216,2024-05-03,2024-05-04,140255.09,On-time,0.0
PAY08985,LN2216,2024-06-02,2024-05-31,144419.49,On-time,0.0
PAY08986,LN2216,2024-07-02,2024-12-17,145105.82,Default,27548.42
PAY08987,LN2216,2024-08-01,2024-09-01,139725.11,Late,4347.97
PAY08988,LN3687,2022-02-16,2022-02-16,17377.68,On-time,0.0
PAY08989,LN1839,2019-08-12,2019-08-13,93327.87,On-time,0.0
PAY08990,LN1839,2019-09-11,2019-09-12,95164.86,On-time,0.0
PAY08991,LN1839,2019-10-11,2019-10-13,96274.27,On-time,0.0
PAY08992,LN1839,2019-11-10,2019-11-11,95518.73,On-time,0.0
PAY08993,LN1839,2019-12-10,2019-12-08,95021.03,On-time,0.0
PAY08994,LN1839,2020-01-09,2020-01-10,95450.8,On-time,0.0
PAY08995,LN2935,2020-04-10,2020-05-04,2234.16,Late,138.93
PAY08996,LN2935,2020-05-10,2020-05-11,2144.06,On-time,0.0
PAY08997,LN2935,2020-06-09,2020-08-21,2155.81,Default,428.13
PAY08998,LN2935,2020-07-09,2020-07-08,2208.84,On-time,0.0
PAY08999,LN2935,2020-08-08,2020-08-10,2224.41,On-time,0.0
PAY09000,LN2935,2020-09-07,2020-09-08,2243.52,On-time,0.0
PAY09001,LN0633,2020-09-14,2020-09-13,12483.9,On-time,0.0
PAY09002,LN1579,2024-10-02,2024-10-21,21403.16,Late,1686.72
PAY09003,LN1579,2024-11-01,2024-11-07,21069.16,Late,703.95
PAY09004,LN1579,2024-12-01,2024-11-29,21289.75,On-time,0.0
PAY09005,LN1429,2021-12-30,2022-05-20,3726.73,Default,421.42
PAY09006,LN1429,2022-01-29,2022-01-27,3778.56,On-time,0.0
PAY09007,LN2277,2020-05-06,2020-05-07,59711.06,On-time,0.0
PAY09008,LN2277,2020-06-05,2020-06-06,60104.03,On-time,0.0
PAY09009,LN2277,2020-07-05,2020-07-02,60020.83,On-time,0.0
PAY09010,LN2139,2020-11-04,2020-11-02,111267.7,On-time,0.0
PAY09011,LN2139,2020-12-04,2020-12-06,114253.74,On-time,0.0
PAY09012,LN3728,2022-11-27,2022-11-25,9806.59,On-time,0.0
PAY09013,LN3728,2022-12-27,2023-03-06,9735.69,Default,1009.69
PAY09014,LN3728,2023-01-26,2023-02-11,9371.6,Late,708.91
PAY09015,LN2032,2022-01-08,2022-01-05,26168.65,On-time,0.0
PAY09016,LN3893,2022-05-02,2022-04-29,31451.93,On-time,0.0
PAY09017,LN3893,2022-06-01,2022-06-01,31532.58,On-time,0.0
PAY09018,LN3893,2022-07-01,2022-07-02,32642.14,On-time,0.0
PAY09019,LN3893,2022-07-31,2022-07-28,32913.83,On-time,0.0
PAY09020,LN0300,2021-12-19,2022-01-13,108774.76,Late,1258.48
PAY09021,LN0300,2022-01-18,2022-01-16,108911.49,On-time,0.0
PAY09022,LN0300,2022-02-17,2022-02-14,105600.27,On-time,0.0
PAY09023,LN2770,2022-06-05,2022-07-12,74714.06,Late,3104.39
PAY09024,LN2770,2022-07-05,2022-07-06,72552.53,On-time,0.0
PAY09025,LN1958,2019-02-17,2019-02-14,47745.48,On-time,0.0
PAY09026,LN1958,2019-03-19,2019-07-19,47290.23,Default,6673.49
PAY09027,LN1958,2019-04-18,2019-04-15,47962.66,On-time,0.0
PAY09028,LN1958,2019-05-18,2019-05-18,49490.2,On-time,0.0
PAY09029,LN1958,2019-06-17,2019-06-18,47497.26,On-time,0.0
PAY09030,LN0874,2024-07-29,2024-07-26,2866.43,On-time,0.0
PAY09031,LN0214,2019-07-17,2019-07-19,102040.47,On-time,0.0
PAY09032,LN0214,2019-08-16,2019-08-13,103317.82,On-time,0.0
PAY09033,LN0214,2019-09-15,2019-09-15,99615.31,On-time,0.0
PAY09034,LN0214,2019-10-15,2019-10-16,100450.33,On-time,0.0
PAY09035,LN0214,2019-11-14,2019-11-15,102985.82,On-time,0.0
PAY09036,LN0214,2019-12-14,2019-12-15,99621.49,On-time,0.0
PAY09037,LN3997,2019-03-23,2019-04-18,12042.47,Late,843.57
PAY09038,LN3997,2019-04-22,2019-04-21,12020.65,On-time,0.0
PAY09039,LN3997,2019-05-22,2019-05-23,11913.98,On-time,0.0
PAY09040,LN3997,2019-06-21,2019-06-19,11878.2,On-time,0.0
PAY09041,LN0170,2022-06-13,2022-06-15,3226.2,On-time,0.0
PAY09042,LN0170,2022-07-13,2022-07-10,3239.67,On-time,0.0
PAY09043,LN0170,2022-08-12,2022-08-13,3246.97,On-time,0.0
PAY09044,LN0170,2022-09-11,2022-09-12,3141.57,On-time,0.0
PAY09045,LN0170,2022-10-11,2022-10-09,3257.9,On-time,0.0
PAY09046,LN0170,2022-11-10,2022-11-09,3245.84,On-time,0.0
PAY09047,LN3605,2023-01-18,2023-01-20,2773.04,On-time,0.0
PAY09048,LN3605,2023-02-17,2023-02-16,2750.45,On-time,0.0
PAY09049,LN3605,2023-03-19,2023-07-26,2742.74,Default,430.17
PAY09050,LN3605,2023-04-18,2023-06-19,2742.9,Default,459.77
PAY09051,LN3605,2023-05-18,2023-05-18,2806.19,On-time,0.0
PAY09052,LN3605,2023-06-17,2023-06-17,2690.39,On-time,0.0
PAY09053,LN3460,2024-01-23,2024-01-25,116744.77,On-time,0.0
PAY09054,LN3161,2022-03-15,2022-03-14,30697.07,On-time,0.0
PAY09055,LN2305,2023-01-16,2023-01-14,4448.99,On-time,0.0
PAY09056,LN2305,2023-02-15,2023-03-14,4533.65,Late,120.87
PAY09057,LN2305,2023-03-17,2023-04-23,4586.82,Late,66.82
PAY09058,LN2305,2023-04-16,2023-04-17,4449.04,On-time,0.0
PAY09059,LN2305,2023-05-16,2023-05-18,4639.44,On-time,0.0
PAY09060,LN0173,2024-04-15,2024-04-12,4587.15,On-time,0.0
PAY09061,LN0173,2024-05-15,2024-05-12,4393.67,On-time,0.0
PAY09062,LN0173,2024-06-14,2024-06-12,4438.48,On-time,0.0
PAY09063,LN0553,2019-10-07,2019-10-06,22716.42,On-time,0.0
PAY09064,LN0553,2019-11-06,2019-11-07,22761.58,On-time,0.0
PAY09065,LN0553,2019-12-06,2019-12-30,23335.04,Late,620.73
PAY09066,LN0553,2020-01-05,2020-02-17,23111.07,Late,508.24
PAY09067,LN0669,2023-06-28,2023-06-26,38360.44,On-time,0.0
PAY09068,LN0669,2023-07-28,2023-07-29,39065.68,On-time,0.0
PAY09069,LN0669,2023-08-27,2023-08-29,38797.04,On-time,0.0
PAY09070,LN1446,2024-03-14,2024-03-12,97646.43,On-time,0.0
PAY09071,LN1446,2024-04-13,2024-04-14,99920.71,On-time,0.0
PAY09072,LN1446,2024-05-13,2024-05-12,101272.31,On-time,0.0
PAY09073,LN1446,2024-06-12,2024-06-13,100399.47,On-time,0.0
PAY09074,LN2362,2021-12-01,2021-11-29,4560.26,On-time,0.0
PAY09075,LN2362,2021-12-31,2022-01-02,4558.36,On-time,0.0
PAY09076,LN2362,2022-01-30,2022-03-10,4675.46,Late,244.39
PAY09077,LN3726,2023-11-11,2023-11-08,84428.09,On-time,0.0
PAY09078,LN0798,2023-05-11,2023-05-08,55986.92,On-time,0.0
PAY09079,LN0798,2023-06-10,2023-06-30,58590.8,Late,3882.18
PAY09080,LN0798,2023-07-10,2023-07-12,57170.04,On-time,0.0
PAY09081,LN3123,2024-02-25,2024-04-04,16904.97,Late,726.85
PAY09082,LN0305,2024-04-17,2024-04-19,18827.13,On-time,0.0
PAY09083,LN0576,2023-11-15,2023-11-13,12744.43,On-time,0.0
PAY09084,LN0576,2023-12-15,2024-01-25,12876.79,Late,179.01
PAY09085,LN0576,2024-01-14,2024-01-12,12902.4,On-time,0.0
PAY09086,LN3438,2024-03-03,2024-02-29,10535.08,On-time,0.0
PAY09087,LN0851,2024-07-30,2024-12-19,60369.51,Default,6142.29
PAY09088,LN0851,2024-08-29,2024-09-24,62144.14,Late,720.03
PAY09089,LN0851,2024-09-28,2024-09-30,60276.71,On-time,0.0
PAY09090,LN0851,2024-10-28,2024-10-27,61798.59,On-time,0.0
PAY09091,LN0902,2023-02-17,2023-02-17,17549.6,On-time,0.0
PAY09092,LN2421,2024-11-17,2025-04-28,6675.44,Default,1550.25
PAY09093,LN0630,2023-11-21,2023-11-23,2439.79,On-time,0.0
PAY09094,LN0630,2023-12-21,2023-12-22,2477.06,On-time,0.0
PAY09095,LN0630,2024-01-20,2024-01-21,2453.13,On-time,0.0
PAY09096,LN0343,2019-10-05,2019-10-02,40043.99,On-time,0.0
PAY09097,LN0343,2019-11-04,2019-11-01,39861.25,On-time,0.0
PAY09098,LN0343,2019-12-04,2019-12-01,40343.81,On-time,0.0
PAY09099,LN1731,2021-02-01,2021-01-29,40770.34,On-time,0.0
PAY09100,LN1731,2021-03-03,2021-03-01,41691.16,On-time,0.0
PAY09101,LN1731,2021-04-02,2021-04-02,41314.22,On-time,0.0
PAY09102,LN1731,2021-05-02,2021-10-17,41599.88,Default,4189.92
PAY09103,LN1731,2021-06-01,2021-05-30,41311.98,On-time,0.0
PAY09104,LN1731,2021-07-01,2021-08-12,40009.06,Late,869.42
PAY09105,LN2459,2019-05-20,2019-05-20,9085.63,On-time,0.0
PAY09106,LN2459,2019-06-19,2019-10-24,9313.82,Default,1439.38
PAY09107,LN2459,2019-07-19,2019-10-13,9315.53,Default,1037.32
PAY09108,LN2459,2019-08-18,2019-08-20,9090.95,On-time,0.0
PAY09109,LN0416,2021-09-09,2021-09-09,19004.75,On-time,0.0
PAY09110,LN3523,2023-12-06,2023-12-06,35446.32,On-time,0.0
PAY09111,LN3523,2024-01-05,2024-02-09,36537.1,Late,607.68
PAY09112,LN3523,2024-02-04,2024-02-01,34822.92,On-time,0.0
PAY09113,LN3523,2024-03-05,2024-03-06,35201.33,On-time,0.0
PAY09114,LN3523,2024-04-04,2024-04-04,35768.8,On-time,0.0
PAY09115,LN3523,2024-05-04,2024-05-01,35060.46,On-time,0.0
PAY09116,LN2009,2022-03-26,2022-04-06,13002.9,Late,948.8
PAY09117,LN2009,2022-04-25,2022-04-23,12514.43,On-time,0.0
PAY09118,LN2009,2022-05-25,2022-05-27,12984.01,On-time,0.0
PAY09119,LN0071,2024-06-18,2024-06-19,11213.9,On-time,0.0
PAY09120,LN0071,2024-07-18,2024-07-17,11392.25,On-time,0.0
PAY09121,LN0071,2024-08-17,2024-09-23,11347.13,Late,457.62
PAY09122,LN1498,2022-03-04,2022-03-02,70404.22,On-time,0.0
PAY09123,LN1498,2022-04-03,2022-04-03,72121.34,On-time,0.0
PAY09124,LN1498,2022-05-03,2022-05-03,70316.4,On-time,0.0
PAY09125,LN3201,2022-02-12,2022-02-12,23744.95,On-time,0.0
PAY09126,LN3201,2022-03-14,2022-03-15,23108.22,On-time,0.0
PAY09127,LN3201,2022-04-13,2022-04-15,23048.96,On-time,0.0
PAY09128,LN3201,2022-05-13,2022-05-10,22930.9,On-time,0.0
PAY09129,LN3201,2022-06-12,2022-06-14,23457.03,On-time,0.0
PAY09130,LN3201,2022-07-12,2022-07-13,23034.17,On-time,0.0
PAY09131,LN2931,2020-06-02,2020-06-01,56721.83,On-time,0.0
PAY09132,LN2931,2020-07-02,2020-08-15,56281.83,Late,790.89
PAY09133,LN2931,2020-08-01,2020-08-01,55543.85,On-time,0.0
PAY09134,LN2288,2021-06-25,2021-10-15,22205.85,Default,3358.01
PAY09135,LN3077,2024-08-23,2024-09-29,51163.04,Late,3645.79
PAY09136,LN3077,2024-09-22,2024-09-22,51562.04,On-time,0.0
PAY09137,LN3077,2024-10-22,2024-10-24,50865.77,On-time,0.0
PAY09138,LN0668,2023-07-27,2023-08-23,98460.27,Late,3430.39
PAY09139,LN0668,2023-08-26,2023-08-27,99524.54,On-time,0.0
PAY09140,LN0668,2023-09-25,2023-09-22,102243.06,On-time,0.0
PAY09141,LN3708,2022-10-07,2022-11-15,3190.91,Late,66.76
PAY09142,LN3708,2022-11-06,2022-11-14,3209.79,Late,204.63
PAY09143,LN3802,2022-03-02,2022-03-04,21205.46,On-time,0.0
PAY09144,LN3802,2022-04-01,2022-04-09,21468.75,Late,491.87
PAY09145,LN3802,2022-05-01,2022-04-30,21550.79,On-time,0.0
PAY09146,LN3802,2022-05-31,2022-05-28,21462.02,On-time,0.0
PAY09147,LN3802,2022-06-30,2022-06-30,21249.23,On-time,0.0
PAY09148,LN2448,2024-07-26,2024-07-28,16731.44,On-time,0.0
PAY09149,LN2448,2024-08-25,2024-08-26,16164.05,On-time,0.0
PAY09150,LN0605,2020-01-14,2020-02-20,10885.38,Late,162.5
PAY09151,LN2500,2020-04-30,2020-04-28,73604.86,On-time,0.0
PAY09152,LN2500,2020-05-30,2020-06-01,74145.24,On-time,0.0
PAY09153,LN2500,2020-06-29,2020-06-29,74618.25,On-time,0.0
PAY09154,LN2500,2020-07-29,2020-07-29,73386.79,On-time,0.0
PAY09155,LN2500,2020-08-28,2020-09-27,75587.15,Late,5058.36
PAY09156,LN1275,2024-10-27,2024-10-27,53049.43,On-time,0.0
PAY09157,LN1275,2024-11-26,2024-11-27,53769.3,On-time,0.0
PAY09158,LN2630,2019-10-18,2019-12-01,10610.07,Late,698.32
PAY09159,LN0047,2021-10-24,2021-10-24,5021.09,On-time,0.0
PAY09160,LN0047,2021-11-23,2021-11-20,4925.69,On-time,0.0
PAY09161,LN0047,2021-12-23,2022-05-23,5134.39,Default,978.96
PAY09162,LN0047,2022-01-22,2022-02-19,5133.24,Late,120.32
PAY09163,LN0047,2022-02-21,2022-02-21,4928.11,On-time,0.0
PAY09164,LN0047,2022-03-23,2022-03-23,4986.06,On-time,0.0
PAY09165,LN2197,2021-09-02,2021-09-02,82189.17,On-time,0.0
PAY09166,LN2197,2021-10-02,2022-02-06,83478.72,Default,11705.71
PAY09167,LN0032,2020-06-10,2020-06-10,61705.86,On-time,0.0
PAY09168,LN0032,2020-07-10,2020-07-11,61371.19,On-time,0.0
PAY09169,LN0032,2020-08-09,2020-08-11,62819.41,On-time,0.0
PAY09170,LN1979,2019-12-29,2019-12-26,10678.36,On-time,0.0
PAY09171,LN1979,2020-01-28,2020-03-01,10836.48,Late,305.7
PAY09172,LN0315,2021-06-11,2021-07-05,9505.24,Late,338.43
PAY09173,LN0315,2021-07-11,2021-12-23,9345.71,Default,1068.3
PAY09174,LN0315,2021-08-10,2021-08-12,9674.74,On-time,0.0
PAY09175,LN2018,2024-04-10,2024-04-09,11541.45,On-time,0.0
PAY09176,LN2018,2024-05-10,2024-05-12,11982.3,On-time,0.0
PAY09177,LN2018,2024-06-09,2024-06-29,12075.73,Late,913.22
PAY09178,LN2018,2024-07-09,2024-07-10,11546.34,On-time,0.0
PAY09179,LN2018,2024-08-08,2024-08-08,11808.55,On-time,0.0
PAY09180,LN2705,2020-08-29,2020-10-10,6748.99,Late,472.3
PAY09181,LN3722,2020-04-04,2020-09-13,6519.88,Default,1143.97
PAY09182,LN1774,2019-04-01,2019-04-17,33450.67,Late,775.6
PAY09183,LN2055,2022-07-18,2022-07-15,16290.68,On-time,0.0
PAY09184,LN2055,2022-08-17,2022-08-15,16433.32,On-time,0.0
PAY09185,LN2055,2022-09-16,2023-02-05,15821.27,Default,3339.98
PAY09186,LN0334,2022-10-28,2022-10-29,87610.51,On-time,0.0
PAY09187,LN0334,2022-11-27,2022-11-28,86958.08,On-time,0.0
PAY09188,LN0334,2022-12-27,2022-12-27,88448.27,On-time,0.0
PAY09189,LN1795,2021-10-22,2021-11-27,13106.65,Late,297.8
PAY09190,LN2181,2021-04-02,2021-03-30,4263.33,On-time,0.0
PAY09191,LN2181,2021-05-02,2021-05-01,4263.64,On-time,0.0
PAY09192,LN2181,2021-06-01,2021-06-02,4223.43,On-time,0.0
PAY09193,LN2181,2021-07-01,2021-06-30,4163.79,On-time,0.0
PAY09194,LN2181,2021-07-31,2021-08-02,4148.34,On-time,0.0
PAY09195,LN2181,2021-08-30,2021-09-15,4083.59,Late,305.77
PAY09196,LN1687,2021-09-07,2021-09-07,64337.53,On-time,0.0
PAY09197,LN1687,2021-10-07,2021-10-08,67252.1,On-time,0.0
PAY09198,LN1687,2021-11-06,2021-11-05,65063.16,On-time,0.0
PAY09199,LN2361,2023-04-29,2023-04-30,38061.64,On-time,0.0
PAY09200,LN3414,2019-10-02,2019-09-30,13931.21,On-time,0.0
PAY09201,LN3993,2019-09-05,2019-11-05,142084.2,Default,20836.97
PAY09202,LN3993,2019-10-05,2019-10-04,144812.24,On-time,0.0
PAY09203,LN2430,2024-07-30,2024-08-01,65885.21,On-time,0.0
PAY09204,LN3472,2020-07-24,2020-07-24,5398.31,On-time,0.0
PAY09205,LN3030,2022-04-06,2022-06-09,17785.12,Default,2899.96
PAY09206,LN3330,2025-01-04,2025-05-15,7515.28,Default,822.44
PAY09207,LN2752,2024-12-12,2024-12-10,31430.14,On-time,0.0
PAY09208,LN0389,2020-11-11,2020-11-13,79361.83,On-time,0.0
PAY09209,LN2358,2021-05-30,2021-05-30,61150.54,On-time,0.0
PAY09210,LN2358,2021-06-29,2021-06-27,59427.07,On-time,0.0
PAY09211,LN0495,2023-10-29,2023-10-30,53729.77,On-time,0.0
PAY09212,LN1377,2021-08-24,2021-08-25,164606.33,On-time,0.0
PAY09213,LN1460,2023-01-29,2023-01-30,87327.12,On-time,0.0
PAY09214,LN1460,2023-02-28,2023-03-01,86133.4,On-time,0.0
PAY09215,LN1460,2023-03-30,2023-04-23,86024.26,Late,4012.85
PAY09216,LN1460,2023-04-29,2023-05-01,88817.78,On-time,0.0
PAY09217,LN0149,2019-06-09,2019-06-06,44438.12,On-time,0.0
PAY09218,LN1531,2020-01-08,2020-01-06,6732.25,On-time,0.0
PAY09219,LN1531,2020-02-07,2020-02-04,6724.48,On-time,0.0
PAY09220,LN1531,2020-03-08,2020-03-08,6690.95,On-time,0.0
PAY09221,LN2966,2023-10-08,2023-10-07,7214.52,On-time,0.0
PAY09222,LN3213,2021-03-10,2021-03-07,81156.34,On-time,0.0
